,ACCIDENT_NO,ATMOSPH_COND,ATMOSPH_COND_SEQ,Atmosph Cond Desc
148724,T20160009311,1,1,Clear
148725,T20160009316,2,1,Raining
148726,T20160009321,1,0,Clear
148727,T20160009323,2,1,Raining
148728,T20160009324,9,1,Not known
148729,T20160009325,2,1,Raining
148730,T20160009327,2,1,Raining
148731,T20160009328,1,1,Clear
148732,T20160009330,2,1,Raining
148733,T20160009332,2,1,Raining
148735,T20160009335,9,1,Not known
148736,T20160009337,1,0,Clear
148737,T20160009339,2,1,Raining
148738,T20160009340,2,1,Raining
148739,T20160009341,9,1,Not known
148740,T20160009342,2,0,Raining
148741,T20160009343,1,1,Clear
148742,T20160009344,1,1,Clear
148743,T20160009345,2,1,Raining
148744,T20160009346,1,0,Clear
148746,T20160009349,9,0,Not known
148747,T20160009351,1,0,Clear
148748,T20160009355,1,1,Clear
148749,T20160009357,1,1,Clear
148750,T20160009359,1,0,Clear
148751,T20160009362,1,1,Clear
148752,T20160009363,1,1,Clear
148753,T20160009364,2,0,Raining
148754,T20160009365,1,1,Clear
148755,T20160009366,2,0,Raining
148756,T20160009368,1,1,Clear
148757,T20160009369,1,1,Clear
148758,T20160009370,1,1,Clear
148759,T20160009371,2,1,Raining
148760,T20160009372,1,0,Clear
148761,T20160009373,1,0,Clear
148762,T20160009375,2,1,Raining
148763,T20160009380,1,1,Clear
148764,T20160009383,1,1,Clear
148766,T20160009387,2,1,Raining
148767,T20160009389,1,1,Clear
148768,T20160009390,1,1,Clear
148769,T20160009394,1,1,Clear
148770,T20160009396,9,0,Not known
148771,T20160009397,1,1,Clear
148772,T20160009401,2,1,Raining
148773,T20160009404,1,0,Clear
148774,T20160009405,1,0,Clear
148775,T20160009407,9,1,Not known
148776,T20160009409,2,1,Raining
148777,T20160009412,1,0,Clear
148778,T20160009414,1,0,Clear
148779,T20160009416,1,1,Clear
148780,T20160009417,1,1,Clear
148781,T20160009420,1,1,Clear
148782,T20160009422,1,1,Clear
148783,T20160009424,1,1,Clear
148784,T20160009427,1,0,Clear
148785,T20160009428,9,1,Not known
148786,T20160009430,1,1,Clear
148787,T20160009431,1,0,Clear
148788,T20160009434,1,1,Clear
148789,T20160009439,1,1,Clear
148790,T20160009440,2,1,Raining
148791,T20160009441,1,1,Clear
148792,T20160009442,1,1,Clear
148793,T20160009443,1,1,Clear
148794,T20160009444,1,1,Clear
148795,T20160009447,1,0,Clear
148796,T20160009448,1,0,Clear
148797,T20160009450,1,1,Clear
148798,T20160009452,9,1,Not known
148799,T20160009453,1,1,Clear
148800,T20160009455,1,0,Clear
148801,T20160009456,1,1,Clear
148802,T20160009457,1,1,Clear
148803,T20160009458,1,1,Clear
148804,T20160009461,1,1,Clear
148805,T20160009464,1,1,Clear
148806,T20160009465,2,1,Raining
148807,T20160009467,2,1,Raining
148808,T20160009469,1,1,Clear
148809,T20160009470,2,1,Raining
148810,T20160009470,7,2,Strong winds
148811,T20160009471,1,1,Clear
148812,T20160009472,1,1,Clear
148813,T20160009472,7,2,Strong winds
148814,T20160009473,2,0,Raining
148815,T20160009474,9,1,Not known
148816,T20160009475,1,0,Clear
148817,T20160009476,1,1,Clear
148818,T20160009477,1,1,Clear
148819,T20160009478,2,0,Raining
148820,T20160009479,9,1,Not known
148821,T20160009480,1,1,Clear
148822,T20160009481,2,1,Raining
148823,T20160009482,1,1,Clear
148824,T20160009483,1,1,Clear
148825,T20160009483,7,2,Strong winds
148826,T20160009486,1,1,Clear
148827,T20160009487,1,0,Clear
148828,T20160009490,1,1,Clear
148829,T20160009492,1,1,Clear
148830,T20160009493,1,1,Clear
148831,T20160009496,1,1,Clear
148832,T20160009498,1,1,Clear
148833,T20160009499,1,1,Clear
148834,T20160009501,1,0,Clear
148835,T20160009503,1,1,Clear
148836,T20160009505,1,0,Clear
148837,T20160009508,2,1,Raining
148838,T20160009508,7,2,Strong winds
148839,T20160009509,1,1,Clear
148840,T20160009510,1,1,Clear
148841,T20160009511,1,0,Clear
148842,T20160009513,1,1,Clear
148843,T20160009514,1,0,Clear
148844,T20160009517,1,1,Clear
148845,T20160009518,1,1,Clear
148846,T20160009519,1,1,Clear
148847,T20160009522,9,1,Not known
148848,T20160009523,1,1,Clear
148849,T20160009524,1,1,Clear
148850,T20160009526,1,1,Clear
148851,T20160009527,1,1,Clear
148852,T20160009528,9,0,Not known
148853,T20160009530,1,1,Clear
148854,T20160009532,9,0,Not known
148855,T20160009535,1,1,Clear
148856,T20160009536,2,1,Raining
148857,T20160009537,1,1,Clear
148858,T20160009539,1,0,Clear
148859,T20160009541,1,0,Clear
148860,T20160009542,1,1,Clear
148861,T20160009545,1,1,Clear
148862,T20160009551,1,1,Clear
148863,T20160009551,7,2,Strong winds
148864,T20160009552,2,1,Raining
148865,T20160009552,7,2,Strong winds
148866,T20160009553,2,1,Raining
148867,T20160009554,1,1,Clear
148868,T20160009555,1,1,Clear
148869,T20160009556,1,1,Clear
148870,T20160009557,1,1,Clear
148871,T20160009558,1,1,Clear
148872,T20160009559,9,1,Not known
148873,T20160009561,1,1,Clear
148874,T20160009562,9,1,Not known
148875,T20160009563,9,1,Not known
148876,T20160009565,1,0,Clear
148877,T20160009566,2,0,Raining
148878,T20160009566,7,1,Strong winds
148879,T20160009567,1,1,Clear
148880,T20160009568,9,1,Not known
148882,T20160009573,1,1,Clear
148883,T20160009573,7,2,Strong winds
148884,T20160009575,1,1,Clear
148885,T20160009576,1,0,Clear
148886,T20160009581,2,0,Raining
148887,T20160009582,1,1,Clear
148888,T20160009583,1,0,Clear
148889,T20160009584,1,1,Clear
148890,T20160009587,1,0,Clear
148891,T20160009588,1,1,Clear
148892,T20160009594,1,1,Clear
148893,T20160009597,1,1,Clear
148894,T20160009601,1,1,Clear
148895,T20160009602,1,0,Clear
148896,T20160009603,1,1,Clear
148897,T20160009604,1,1,Clear
148898,T20160009605,1,0,Clear
148899,T20160009605,7,1,Strong winds
148900,T20160009607,9,1,Not known
148901,T20160009608,1,1,Clear
148902,T20160009609,1,0,Clear
148903,T20160009610,1,1,Clear
148904,T20160009610,7,2,Strong winds
148905,T20160009611,1,0,Clear
148906,T20160009613,2,1,Raining
148907,T20160009613,7,2,Strong winds
148908,T20160009614,2,1,Raining
148909,T20160009615,9,1,Not known
148910,T20160009616,1,1,Clear
148911,T20160009617,1,1,Clear
148912,T20160009620,1,1,Clear
148913,T20160009621,1,1,Clear
148914,T20160009623,1,0,Clear
148915,T20160009624,1,1,Clear
148916,T20160009625,9,1,Not known
148917,T20160009627,2,0,Raining
148918,T20160009629,1,1,Clear
148919,T20160009631,1,1,Clear
148921,T20160009635,1,1,Clear
148922,T20160009637,1,1,Clear
148923,T20160009637,7,2,Strong winds
148924,T20160009639,1,1,Clear
148925,T20160009642,1,1,Clear
148926,T20160009642,7,2,Strong winds
148927,T20160009643,2,1,Raining
148928,T20160009644,2,1,Raining
148929,T20160009644,7,2,Strong winds
148930,T20160009646,2,1,Raining
148931,T20160009647,1,1,Clear
148932,T20160009651,1,0,Clear
148933,T20160009653,2,1,Raining
148934,T20160009655,1,1,Clear
148935,T20160009656,1,1,Clear
148936,T20160009657,1,0,Clear
148937,T20160009658,1,1,Clear
148938,T20160009661,7,1,Strong winds
148939,T20160009662,2,1,Raining
148940,T20160009664,2,1,Raining
148941,T20160009665,2,1,Raining
148942,T20160009669,1,0,Clear
148943,T20160009669,7,1,Strong winds
148944,T20160009670,1,0,Clear
148945,T20160009674,2,1,Raining
148946,T20160009675,2,1,Raining
148947,T20160009678,2,1,Raining
148948,T20160009678,7,2,Strong winds
148949,T20160009680,2,1,Raining
148950,T20160009680,7,2,Strong winds
148951,T20160009682,1,1,Clear
148952,T20160009682,7,2,Strong winds
148953,T20160009683,2,1,Raining
148954,T20160009684,1,1,Clear
148955,T20160009685,9,1,Not known
148956,T20160009686,2,0,Raining
148957,T20160009690,1,1,Clear
148958,T20160009691,9,1,Not known
148959,T20160009693,1,1,Clear
148960,T20160009694,1,0,Clear
148961,T20160009697,1,1,Clear
148962,T20160009698,1,1,Clear
148963,T20160009703,1,1,Clear
148964,T20160009705,1,0,Clear
148965,T20160009706,1,1,Clear
148966,T20160009707,2,1,Raining
148967,T20160009708,2,0,Raining
148968,T20160009709,1,1,Clear
148969,T20160009710,1,1,Clear
148970,T20160009711,2,2,Raining
148971,T20160009711,4,1,Fog
148972,T20160009712,1,0,Clear
148973,T20160009716,1,1,Clear
148974,T20160009717,1,1,Clear
148975,T20160009718,4,0,Fog
148976,T20160009720,1,1,Clear
148977,T20160009721,9,1,Not known
148978,T20160009722,2,1,Raining
148979,T20160009726,1,1,Clear
148980,T20160009727,1,1,Clear
148981,T20160009729,1,1,Clear
148982,T20160009733,9,1,Not known
148983,T20160009734,1,0,Clear
148984,T20160009735,1,1,Clear
148985,T20160009736,1,1,Clear
148986,T20160009737,1,1,Clear
148987,T20160009738,1,1,Clear
148988,T20160009739,9,0,Not known
148989,T20160009742,1,1,Clear
148990,T20160009744,1,1,Clear
148991,T20160009745,1,1,Clear
148992,T20160009747,9,1,Not known
148993,T20160009748,1,1,Clear
148994,T20160009751,1,1,Clear
148995,T20160009755,1,0,Clear
148996,T20160009758,1,1,Clear
148997,T20160009760,1,1,Clear
148998,T20160009761,1,1,Clear
148999,T20160009763,9,1,Not known
149000,T20160009764,1,1,Clear
149001,T20160009765,1,1,Clear
149002,T20160009766,1,0,Clear
149003,T20160009770,1,1,Clear
149004,T20160009772,1,0,Clear
149005,T20160009775,1,0,Clear
149006,T20160009776,1,1,Clear
149007,T20160009777,1,0,Clear
149008,T20160009779,1,1,Clear
149009,T20160009780,1,1,Clear
149010,T20160009782,1,1,Clear
149011,T20160009785,2,1,Raining
149012,T20160009787,1,1,Clear
149013,T20160009788,1,1,Clear
149014,T20160009790,9,1,Not known
149015,T20160009791,2,1,Raining
149016,T20160009792,1,1,Clear
149017,T20160009794,2,0,Raining
149018,T20160009795,1,0,Clear
149019,T20160009796,1,1,Clear
149020,T20160009797,9,1,Not known
149021,T20160009798,1,0,Clear
149022,T20160009799,1,1,Clear
149023,T20160009800,1,1,Clear
149024,T20160009801,9,1,Not known
149025,T20160009804,1,1,Clear
149026,T20160009805,9,1,Not known
149027,T20160009807,1,1,Clear
149028,T20160009809,9,1,Not known
149029,T20160009811,1,0,Clear
149030,T20160009814,1,1,Clear
149031,T20160009815,1,0,Clear
149032,T20160009816,1,0,Clear
149033,T20160009817,1,1,Clear
149034,T20160009819,1,1,Clear
149035,T20160009820,1,0,Clear
149036,T20160009824,1,0,Clear
149037,T20160009824,7,1,Strong winds
149038,T20160009825,1,1,Clear
149039,T20160009827,1,1,Clear
149040,T20160009830,1,0,Clear
149041,T20160009833,1,1,Clear
149042,T20160009834,1,0,Clear
149043,T20160009835,1,1,Clear
149044,T20160009837,1,0,Clear
149045,T20160009838,1,1,Clear
149046,T20160009840,2,1,Raining
149047,T20160009841,1,1,Clear
149048,T20160009842,1,1,Clear
149049,T20160009844,1,0,Clear
149050,T20160009845,1,1,Clear
149051,T20160009846,1,0,Clear
149052,T20160009848,1,0,Clear
149053,T20160009850,1,1,Clear
149054,T20160009851,1,1,Clear
149055,T20160009852,1,1,Clear
149056,T20160009855,1,1,Clear
149057,T20160009856,9,1,Not known
149058,T20160009858,1,0,Clear
149059,T20160009859,1,0,Clear
149060,T20160009860,1,0,Clear
149061,T20160009863,1,1,Clear
149062,T20160009864,1,1,Clear
149063,T20160009866,1,0,Clear
149065,T20160009868,1,1,Clear
149066,T20160009869,1,1,Clear
149067,T20160009872,1,1,Clear
149068,T20160009874,1,1,Clear
149069,T20160009876,1,1,Clear
149070,T20160009877,9,1,Not known
149071,T20160009878,1,1,Clear
149072,T20160009882,1,0,Clear
149073,T20160009883,1,0,Clear
149074,T20160009884,1,1,Clear
149075,T20160009885,1,1,Clear
149076,T20160009886,1,1,Clear
149077,T20160009887,9,0,Not known
149079,T20160009892,1,1,Clear
149080,T20160009893,1,0,Clear
149081,T20160009894,1,1,Clear
149082,T20160009896,1,1,Clear
149083,T20160009897,1,1,Clear
149084,T20160009901,1,1,Clear
149085,T20160009902,1,1,Clear
149086,T20160009903,1,1,Clear
149087,T20160009908,1,0,Clear
149088,T20160009910,2,1,Raining
149089,T20160009911,1,1,Clear
149090,T20160009913,1,1,Clear
149091,T20160009914,1,1,Clear
149092,T20160009916,2,1,Raining
149093,T20160009918,1,1,Clear
149094,T20160009919,9,1,Not known
149096,T20160009921,1,0,Clear
149097,T20160009922,1,0,Clear
149098,T20160009923,1,0,Clear
149099,T20160009924,1,1,Clear
149100,T20160009926,1,0,Clear
149101,T20160009927,1,1,Clear
149102,T20160009928,1,1,Clear
149103,T20160009929,9,1,Not known
149104,T20160009930,1,1,Clear
149105,T20160009931,1,1,Clear
149106,T20160009932,1,1,Clear
149107,T20160009934,1,1,Clear
149108,T20160009935,9,0,Not known
149109,T20160009936,1,1,Clear
149110,T20160009937,1,1,Clear
149111,T20160009940,1,0,Clear
149112,T20160009942,1,0,Clear
149113,T20160009945,9,0,Not known
149114,T20160009948,1,0,Clear
149115,T20160009949,1,1,Clear
149116,T20160009952,1,1,Clear
149117,T20160009954,1,1,Clear
149118,T20160009956,1,1,Clear
149119,T20160009957,1,0,Clear
149120,T20160009958,1,1,Clear
149121,T20160009960,1,1,Clear
149122,T20160009962,1,0,Clear
149123,T20160009966,4,0,Fog
149124,T20160009967,1,0,Clear
149125,T20160009968,1,1,Clear
149126,T20160009970,1,1,Clear
149127,T20160009972,1,0,Clear
149128,T20160009973,1,0,Clear
149129,T20160009975,1,1,Clear
149130,T20160009976,1,1,Clear
149131,T20160009977,1,0,Clear
149132,T20160009978,1,1,Clear
149133,T20160009979,1,0,Clear
149134,T20160009982,1,1,Clear
149135,T20160009983,1,1,Clear
149136,T20160009984,1,1,Clear
149137,T20160009985,1,0,Clear
149138,T20160009987,1,0,Clear
149139,T20160009989,1,1,Clear
149140,T20160009991,1,1,Clear
149141,T20160009992,1,1,Clear
149142,T20160009993,7,0,Strong winds
149143,T20160009994,1,1,Clear
149144,T20160009995,1,1,Clear
149145,T20160009997,1,1,Clear
149146,T20160009999,1,1,Clear
149147,T20160010000,1,1,Clear
149148,T20160010001,1,1,Clear
149149,T20160010002,1,1,Clear
149150,T20160010004,1,1,Clear
149151,T20160010005,1,1,Clear
149152,T20160010006,1,0,Clear
149153,T20160010007,1,0,Clear
149154,T20160010008,1,1,Clear
149155,T20160010009,1,1,Clear
149156,T20160010013,1,1,Clear
149157,T20160010014,1,0,Clear
149158,T20160010016,1,0,Clear
149159,T20160010017,1,1,Clear
149160,T20160010020,1,1,Clear
149161,T20160010023,1,1,Clear
149162,T20160010024,1,1,Clear
149163,T20160010025,1,0,Clear
149164,T20160010029,1,1,Clear
149165,T20160010031,1,1,Clear
149166,T20160010035,1,1,Clear
149167,T20160010038,1,1,Clear
149168,T20160010040,1,1,Clear
149169,T20160010041,1,0,Clear
149170,T20160010043,1,1,Clear
149171,T20160010044,1,0,Clear
149172,T20160010045,1,1,Clear
149173,T20160010047,1,0,Clear
149174,T20160010053,1,0,Clear
149175,T20160010055,2,0,Raining
149176,T20160010058,1,1,Clear
149177,T20160010060,1,1,Clear
149178,T20160010062,9,1,Not known
149179,T20160010063,2,1,Raining
149180,T20160010065,2,1,Raining
149181,T20160010066,2,1,Raining
149182,T20160010074,1,1,Clear
149183,T20160010075,2,1,Raining
149184,T20160010079,2,1,Raining
149185,T20160010081,1,0,Clear
149186,T20160010082,2,1,Raining
149187,T20160010088,2,1,Raining
149188,T20160010090,1,1,Clear
149189,T20160010096,2,0,Raining
149190,T20160010097,9,1,Not known
149191,T20160010098,2,1,Raining
149192,T20160010099,1,1,Clear
149193,T20160010100,2,1,Raining
149194,T20160010101,1,1,Clear
149195,T20160010102,2,0,Raining
149196,T20160010103,1,0,Clear
149197,T20160010108,2,1,Raining
149198,T20160010109,2,0,Raining
149199,T20160010110,2,1,Raining
149200,T20160010113,2,1,Raining
149201,T20160010115,1,1,Clear
149202,T20160010116,1,1,Clear
149203,T20160010117,1,1,Clear
149204,T20160010118,2,1,Raining
149205,T20160010120,1,1,Clear
149206,T20160010121,2,1,Raining
149207,T20160010123,2,0,Raining
149208,T20160010124,1,1,Clear
149209,T20160010125,1,1,Clear
149210,T20160010127,1,0,Clear
149211,T20160010128,2,1,Raining
149212,T20160010129,2,0,Raining
149213,T20160010130,2,0,Raining
149214,T20160010131,1,0,Clear
149215,T20160010139,1,1,Clear
149216,T20160010141,1,0,Clear
149217,T20160010142,1,1,Clear
149219,T20160010146,1,1,Clear
149220,T20160010147,2,1,Raining
149221,T20160010147,7,2,Strong winds
149222,T20160010148,9,1,Not known
149223,T20160010149,9,1,Not known
149224,T20160010150,9,1,Not known
149225,T20160010151,1,1,Clear
149226,T20160010152,1,1,Clear
149228,T20160010155,1,1,Clear
149229,T20160010156,9,0,Not known
149230,T20160010157,2,1,Raining
149231,T20160010158,9,1,Not known
149232,T20160010161,9,1,Not known
149233,T20160010166,2,0,Raining
149234,T20160010166,7,1,Strong winds
149235,T20160010171,1,1,Clear
149236,T20160010172,2,1,Raining
149237,T20160010172,7,2,Strong winds
149238,T20160010173,9,1,Not known
149239,T20160010174,1,1,Clear
149240,T20160010175,1,1,Clear
149241,T20160010176,1,1,Clear
149242,T20160010177,1,1,Clear
149243,T20160010178,1,0,Clear
149244,T20160010179,1,1,Clear
149245,T20160010180,2,1,Raining
149246,T20160010182,9,0,Not known
149247,T20160010183,2,1,Raining
149248,T20160010187,1,1,Clear
149249,T20160010190,1,1,Clear
149250,T20160010191,2,0,Raining
149251,T20160010192,2,0,Raining
149252,T20160010193,1,1,Clear
149253,T20160010195,1,1,Clear
149254,T20160010196,1,1,Clear
149255,T20160010197,1,1,Clear
149256,T20160010199,2,1,Raining
149257,T20160010200,1,1,Clear
149258,T20160010201,7,0,Strong winds
149259,T20160010202,7,1,Strong winds
149260,T20160010204,1,1,Clear
149261,T20160010206,2,1,Raining
149262,T20160010207,1,1,Clear
149263,T20160010208,1,1,Clear
149264,T20160010209,1,1,Clear
149265,T20160010212,1,1,Clear
149266,T20160010213,1,0,Clear
149267,T20160010214,2,1,Raining
149268,T20160010215,1,1,Clear
149270,T20160010218,1,0,Clear
149271,T20160010220,1,1,Clear
149272,T20160010222,2,1,Raining
149273,T20160010225,2,1,Raining
149274,T20160010226,2,0,Raining
149275,T20160010227,2,1,Raining
149276,T20160010232,1,1,Clear
149277,T20160010234,9,1,Not known
149278,T20160010236,2,1,Raining
149279,T20160010237,1,1,Clear
149280,T20160010238,9,1,Not known
149281,T20160010240,2,1,Raining
149282,T20160010241,1,0,Clear
149283,T20160010242,1,0,Clear
149285,T20160010247,1,0,Clear
149286,T20160010248,1,1,Clear
149287,T20160010249,2,1,Raining
149288,T20160010249,7,2,Strong winds
149289,T20160010250,2,0,Raining
149290,T20160010250,7,1,Strong winds
149292,T20160010254,2,0,Raining
149293,T20160010255,1,0,Clear
149294,T20160010258,2,1,Raining
149295,T20160010259,2,1,Raining
149296,T20160010263,2,1,Raining
149297,T20160010264,1,0,Clear
149298,T20160010265,2,1,Raining
149299,T20160010268,1,1,Clear
149300,T20160010269,2,1,Raining
149301,T20160010272,1,0,Clear
149302,T20160010273,2,0,Raining
149303,T20160010274,1,1,Clear
149304,T20160010277,2,0,Raining
149305,T20160010278,1,1,Clear
149306,T20160010282,1,1,Clear
149307,T20160010283,1,1,Clear
149308,T20160010284,1,1,Clear
149309,T20160010285,1,0,Clear
149310,T20160010286,1,1,Clear
149311,T20160010288,1,1,Clear
149312,T20160010289,1,1,Clear
149313,T20160010290,1,1,Clear
149314,T20160010291,2,0,Raining
149315,T20160010291,7,1,Strong winds
149316,T20160010294,2,1,Raining
149317,T20160010296,1,1,Clear
149318,T20160010298,1,0,Clear
149319,T20160010299,1,0,Clear
149320,T20160010301,2,0,Raining
149321,T20160010306,7,1,Strong winds
149322,T20160010307,9,1,Not known
149323,T20160010308,1,0,Clear
149324,T20160010309,1,1,Clear
149325,T20160010311,1,1,Clear
149326,T20160010312,1,0,Clear
149327,T20160010314,2,1,Raining
149328,T20160010315,2,1,Raining
149329,T20160010316,9,1,Not known
149331,T20160010318,1,1,Clear
149332,T20160010319,1,1,Clear
149333,T20160010321,1,1,Clear
149334,T20160010325,1,0,Clear
149335,T20160010329,1,0,Clear
149336,T20160010330,1,1,Clear
149337,T20160010331,1,0,Clear
149338,T20160010332,1,1,Clear
149339,T20160010333,9,1,Not known
149340,T20160010334,1,1,Clear
149341,T20160010337,2,1,Raining
149342,T20160010338,1,1,Clear
149343,T20160010339,1,1,Clear
149344,T20160010341,1,1,Clear
149345,T20160010342,1,1,Clear
149346,T20160010343,2,0,Raining
149347,T20160010343,7,1,Strong winds
149348,T20160010346,1,1,Clear
149349,T20160010347,1,0,Clear
149350,T20160010349,1,1,Clear
149351,T20160010350,1,1,Clear
149352,T20160010351,1,1,Clear
149353,T20160010352,1,1,Clear
149354,T20160010353,1,0,Clear
149355,T20160010353,7,1,Strong winds
149356,T20160010354,1,1,Clear
149357,T20160010355,1,1,Clear
149358,T20160010358,1,0,Clear
149359,T20160010359,1,1,Clear
149360,T20160010360,1,0,Clear
149361,T20160010361,1,1,Clear
149362,T20160010362,9,1,Not known
149363,T20160010364,1,1,Clear
149364,T20160010365,2,0,Raining
149365,T20160010365,7,1,Strong winds
149366,T20160010366,1,1,Clear
149367,T20160010368,2,1,Raining
149368,T20160010368,7,2,Strong winds
149369,T20160010372,1,1,Clear
149370,T20160010373,2,1,Raining
149371,T20160010377,9,0,Not known
149372,T20160010378,9,1,Not known
149373,T20160010379,9,1,Not known
149374,T20160010380,4,0,Fog
149375,T20160010380,7,1,Strong winds
149376,T20160010381,9,0,Not known
149378,T20160010388,1,1,Clear
149379,T20160010389,1,1,Clear
149381,T20160010393,1,1,Clear
